Format: [timestamp_ms] , raw_ppg , moving_avg , threshold , peak , bpm
     13435 ,  40265 ,  37440 , 37320.8 , ---- ,  111.7
     13441 ,  38089 ,  37725 , 37320.8 , ---- ,  111.7
     13446 ,  40265 ,  37974 , 37320.8 , ---- ,  111.7
     13452 ,  37433 ,  38198 , 37320.8 , ---- ,  111.7
     13457 ,  39689 ,  38412 , 37320.8 , ---- ,  111.7
     13463 ,  36840 ,  38604 , 37320.8 , ---- ,  111.7
     13469 ,  39657 ,  38812 , 37320.8 , ---- ,  111.7
     13474 ,  37785 ,  38919 , 37320.8 , ---- ,  111.7
     13480 ,  37897 ,  39008 , 37320.8 , ---- ,  111.7
     13486 ,  41210 ,  39213 , 37349.6 , ---- ,  111.7
     13491 ,  37449 ,  39273 , 37349.6 , ---- ,  111.7
     13497 ,  38841 ,  39240 , 37349.6 , PEAK ,  110.8
     13503 ,  36760 ,  39057 , 37349.6 , ---- ,  110.8
     13509 ,  37689 ,  38972 , 37349.6 , ---- ,  110.8
     13515 ,  36072 ,  38717 , 37349.6 , ---- ,  110.8
     13520 ,  37609 ,  38632 , 37349.6 , ---- ,  110.8
     13526 ,  35416 ,  38357 , 37349.6 , ---- ,  110.8
     13531 ,  36937 ,  38285 , 37349.6 , ---- ,  110.8
     13537 ,  34840 ,  38000 , 37349.6 , ---- ,  110.8
     13542 ,  35928 ,  37833 , 37349.6 , ---- ,  110.8
     13548 ,  33720 ,  37506 , 37349.6 , ---- ,  110.8
     13641 ,  34632 ,  37333 , 37349.6 , ---- ,  110.8
     13647 ,  34488 ,  37044 , 37349.6 , ---- ,  110.8
     13652 ,  35864 ,  36966 , 37349.6 , ---- ,  110.8
     13658 ,  34536 ,  36708 , 37349.6 , ---- ,  110.8
     13663 ,  36953 ,  36714 , 37349.6 , ---- ,  110.8
     13669 ,  35944 ,  36528 , 37349.6 , ---- ,  110.8
     13675 ,  36520 ,  36465 , 37349.6 , ---- ,  110.8
     13680 ,  34600 ,  36300 , 37349.6 , ---- ,  110.8
     13686 ,  35864 ,  36033 , 37349.6 , ---- ,  110.8
     13691 ,  34280 ,  35874 , 37349.6 , ---- ,  110.8
     13697 ,  37081 ,  35786 , 37349.6 , ---- ,  110.8
     13702 ,  34632 ,  35680 , 37349.6 , ---- ,  110.8
     13708 ,  36408 ,  35616 , 37349.6 , ---- ,  110.8
     13714 ,  33416 ,  35483 , 37349.6 , ---- ,  110.8
     13719 ,  36584 ,  35432 , 37349.6 , ---- ,  110.8
     13725 ,  33000 ,  35311 , 37349.6 , ---- ,  110.8
     13730 ,  35096 ,  35219 , 37349.6 , ---- ,  110.8
     13736 ,  35032 ,  35228 , 37349.6 , ---- ,  110.8
     13742 ,  35560 ,  35210 , 37349.6 , ---- ,  110.8
     13747 ,  36328 ,  35340 , 37349.6 , ---- ,  110.8
     13753 ,  35048 ,  35361 , 37349.6 , ---- ,  110.8
     13758 ,  35464 ,  35410 , 37349.6 , ---- ,  110.8
     13764 ,  33608 ,  35297 , 37349.6 , ---- ,  110.8
     13770 ,  36552 ,  35398 , 37349.6 , ---- ,  110.8
     13775 ,  34568 ,  35279 , 37349.6 , ---- ,  110.8
     13781 ,  36040 ,  35284 , 37349.6 , ---- ,  110.8
     13786 ,  33352 ,  35125 , 37349.6 , ---- ,  110.8
     13792 ,  37769 ,  35284 , 37349.6 , ---- ,  110.8
     13797 ,  33864 ,  35184 , 37349.6 , ---- ,  110.8
     13803 ,  35480 ,  35244 , 37349.6 , ---- ,  110.8
     13808 ,  33512 ,  35065 , 37349.6 , ---- ,  110.8
     13814 ,  34968 ,  35082 , 37349.6 , ---- ,  110.8
     13820 ,  33080 ,  34916 , 37349.6 , ---- ,  110.8
     13825 ,  35080 ,  34999 , 37349.6 , ---- ,  110.8
     13831 ,  35528 ,  34946 , 37349.6 , ---- ,  110.8
     13837 ,  34920 ,  35042 , 37349.6 , ---- ,  110.8
     13842 ,  36728 ,  35124 , 37349.6 , ---- ,  110.8
     13848 ,  34232 ,  35084 , 37349.6 , ---- ,  110.8
     13853 ,  36456 ,  35128 , 37349.6 , ---- ,  110.8
     13859 ,  33304 ,  34977 , 37349.6 , ---- ,  110.8
     13864 ,  35848 ,  35017 , 37650.4 , ---- ,  110.8
     13870 ,  33416 ,  34915 , 37650.4 , ---- ,  110.8
     13875 ,  35640 ,  35016 , 37650.4 , ---- ,  110.8
     13881 ,  33592 ,  34868 , 37650.4 , ---- ,  110.8
     13887 ,  35352 ,  34908 , 37650.4 , ---- ,  110.8
     13892 ,  33256 ,  34768 , 37650.4 , ---- ,  110.8
     13898 ,  35544 ,  34878 , 37650.4 , ---- ,  110.8
     13903 ,  32407 ,  34610 , 37650.4 , ---- ,  110.8
     13909 ,  34616 ,  34647 , 37650.4 , ---- ,  110.8
     13914 ,  35224 ,  34635 , 37650.4 , ---- ,  110.8
     13960 ,  35864 ,  34752 , 37650.4 , ---- ,  110.8
     13966 ,  34024 ,  34705 , 37650.4 , ---- ,  110.8
     13971 ,  35480 ,  34825 , 37650.4 , ---- ,  110.8
     13977 ,  34088 ,  34775 , 37682.4 , ---- ,  110.8
     13983 ,  35816 ,  34790 , 37682.4 , ---- ,  110.8
     13988 ,  33304 ,  34709 , 37682.4 , ---- ,  110.8
     13994 ,  35976 ,  34671 , 37682.4 , ---- ,  110.8
     14000 ,  33768 ,  34648 , 37682.4 , ---- ,  110.8
     14005 ,  35464 ,  34599 , 37682.4 , ---- ,  110.8
     14011 ,  33608 ,  34614 , 37682.4 , ---- ,  110.8
     14016 ,  35656 ,  34604 , 37682.4 , ---- ,  110.8
     14022 ,  33096 ,  34588 , 37682.4 , ---- ,  110.8
     14028 ,  33992 ,  34506 , 37682.4 , ---- ,  110.8
     14033 ,  37353 ,  34694 , 37682.4 , ---- ,  110.8
     14039 ,  36568 ,  34755 , 37682.4 , ---- ,  110.8
     14044 ,  37897 ,  34987 , 37682.4 , ---- ,  110.8
     14050 ,  36680 ,  35044 , 37682.4 , ---- ,  110.8
     14056 ,  38601 ,  35353 , 37682.4 , ---- ,  110.8
     14061 ,  37113 ,  35478 , 37682.4 , ---- ,  110.8
     14067 ,  39705 ,  35702 , 37682.4 , ---- ,  110.8
     14072 ,  37449 ,  35781 , 37682.4 , ---- ,  110.8
     14078 ,  39337 ,  36047 , 37682.4 , ---- ,  110.8
     14084 ,  37433 ,  36145 , 37682.4 , ---- ,  110.8
     14089 ,  39913 ,  36436 , 37682.4 , ---- ,  110.8
     14095 ,  38201 ,  36555 , 37682.4 , ---- ,  110.8
     14100 ,  39449 ,  36862 , 37682.4 , ---- ,  110.8
     14106 ,  37817 ,  36955 , 37682.4 , ---- ,  110.8
     14111 ,  40121 ,  37272 , 37682.4 , ---- ,  110.8
     14117 ,  38441 ,  37421 , 37682.4 , ---- ,  110.8
     14123 ,  39817 ,  37731 , 37682.4 , ---- ,  110.8
     14128 ,  41210 ,  38009 , 37682.4 , ---- ,  110.8
     14134 ,  38153 ,  38262 , 37682.4 , ---- ,  110.8
     14139 ,  40553 ,  38590 , 37682.4 , ---- ,  110.8
     14145 ,  38633 ,  38654 , 37682.4 , ---- ,  110.8
     14151 ,  40649 ,  38858 , 37682.4 , ---- ,  110.8
     14157 ,  37865 ,  38857 , 37682.4 , PEAK ,  112.3
     14163 ,  39753 ,  39010 , 37682.4 , ---- ,  112.3
     14169 ,  39385 ,  39049 , 37682.4 , ---- ,  112.3
     14175 ,  39769 ,  39182 , 37688.8 , ---- ,  112.3
     14180 ,  37257 ,  39060 , 37688.8 , ---- ,  112.3
     14186 ,  38345 ,  39105 , 37688.8 , ---- ,  112.3
     14191 ,  36024 ,  38939 , 37688.8 , ---- ,  112.3
     14197 ,  36552 ,  38895 , 37688.8 , ---- ,  112.3
     14203 ,  36072 ,  38703 , 37688.8 , ---- ,  112.3
     14208 ,  37641 ,  38675 , 37688.8 , ---- ,  112.3
     14214 ,  33512 ,  38378 , 37688.8 , ---- ,  112.3
     14219 ,  36264 ,  38300 , 37688.8 , ---- ,  112.3
     14225 ,  33704 ,  37979 , 37688.8 , ---- ,  112.3
     14274 ,  32375 ,  37676 ,  37676 , ---- ,  112.3
     14279 ,  33928 ,  37382 ,  37676 , ---- ,  112.3
     14358 ,  33640 ,  37003 ,  37676 , ---- ,  112.3
     14364 ,  36216 ,  36906 ,  37676 , ---- ,  112.3
     14370 ,  34328 ,  36595 ,  37676 , ---- ,  112.3
     14376 ,  35352 ,  36431 ,  37676 , ---- ,  112.3
     14381 ,  33720 ,  36085 ,  37676 , ---- ,  112.3
     14387 ,  36969 ,  36040 ,  37676 , ---- ,  112.3
     14392 ,  33240 ,  35714 ,  37676 , ---- ,  112.3
     14398 ,  35608 ,  35525 ,  37676 , ---- ,  112.3
     14403 ,  33176 ,  35196 ,  37676 , ---- ,  112.3
     14409 ,  35512 ,  35108 ,  37676 , ---- ,  112.3
     14415 ,  32792 ,  34831 ,  37676 , ---- ,  112.3
     14420 ,  35256 ,  34792 ,  37676 , ---- ,  112.3
     14426 ,  35544 ,  34742 ,  37676 , ---- ,  112.3
     14431 ,  36264 ,  34752 ,  37676 , ---- ,  112.3
     14437 ,  37193 ,  34729 ,  37676 , ---- ,  112.3
     14443 ,  34920 ,  34800 ,  37676 , ---- ,  112.3
     14448 ,  36873 ,  34830 ,  37676 , ---- ,  112.3
     14454 ,  35192 ,  34904 ,  37676 , ---- ,  112.3
     14459 ,  35768 ,  35074 ,  37676 , ---- ,  112.3
     14465 ,  34824 ,  35119 ,  37676 , ---- ,  112.3
     14470 ,  34456 ,  35160 ,  37676 , ---- ,  112.3
     14476 ,  34344 ,  35066 ,  37676 , ---- ,  112.3
     14482 ,  35976 ,  35148 ,  37676 , ---- ,  112.3
     14487 ,  33864 ,  35074 ,  37676 , ---- ,  112.3
     14493 ,  35656 ,  35171 ,  37676 , ---- ,  112.3
     14498 ,  33800 ,  35012 ,  37676 , ---- ,  112.3
     14504 ,  35512 ,  35126 ,  37676 , ---- ,  112.3
     14510 ,  34584 ,  35075 ,  37676 , ---- ,  112.3
     14515 ,  35336 ,  35183 ,  37676 , ---- ,  112.3
     14521 ,  36504 ,  35232 ,  37676 , ---- ,  112.3
     14526 ,  34584 ,  35322 ,  37676 , ---- ,  112.3
     14532 ,  35928 ,  35356 ,  37676 , ---- ,  112.3
     14537 ,  34328 ,  35295 ,  37676 , ---- ,  112.3
     14549 ,  34536 ,  35208 ,  37676 , ---- ,  112.3
     14555 ,  36440 ,  35171 ,  37676 , ---- ,  112.3
     14560 ,  34376 ,  35144 ,  37676 , ---- ,  112.3
     14566 ,  36120 ,  35106 ,  37676 , ---- ,  112.3
     14572 ,  33816 ,  35037 ,  37676 , ---- ,  112.3
     14577 ,  35896 ,  35044 ,  37676 , ---- ,  112.3
     14583 ,  33320 ,  34968 ,  37676 , ---- ,  112.3
     14588 ,  35400 ,  35016 ,  37676 , ---- ,  112.3
     14594 ,  32007 ,  34899 , 37528.8 , ---- ,  112.3
     14599 ,  35400 ,  34870 , 37528.8 , ---- ,  112.3
     14605 ,  33384 ,  34846 , 37528.8 , ---- ,  112.3
     14610 ,  35528 ,  34839 , 37528.8 , ---- ,  112.3
     14616 ,  36488 ,  34974 , 37528.8 , ---- ,  112.3
     14622 ,  34424 ,  34919 , 37528.8 , ---- ,  112.3
     14627 ,  36664 ,  35023 , 37528.8 , ---- ,  112.3
     14633 ,  34792 ,  34996 , 37528.8 , ---- ,  112.3
     14638 ,  35592 ,  34951 , 37528.8 , ---- ,  112.3
     14704 ,  34328 ,  34938 , 37528.8 , ---- ,  112.3
     14710 ,  36632 ,  34973 , 37528.8 , ---- ,  112.3
     14716 ,  34696 ,  34991 , 37528.8 , ---- ,  112.3
     14721 ,  37721 ,  35151 , 37528.8 , ---- ,  112.3
     14727 ,  34408 ,  35049 , 37528.8 , ---- ,  112.3
     14733 ,  36840 ,  35172 , 37528.8 , ---- ,  112.3
     14738 ,  34312 ,  35082 , 37528.8 , ---- ,  112.3
     14744 ,  37033 ,  35243 , 37528.8 , ---- ,  112.3
     14749 ,  36953 ,  35296 , 37528.8 , ---- ,  112.3
     14755 ,  37545 ,  35507 , 37528.8 , ---- ,  112.3
     14761 ,  35336 ,  35504 , 37528.8 , ---- ,  112.3
     14766 ,  38329 ,  35820 , 37528.8 , ---- ,  112.3
     14772 ,  36889 ,  35894 , 37528.8 , ---- ,  112.3
     14777 ,  38665 ,  36158 , 37528.8 , ---- ,  112.3
     14783 ,  39705 ,  36367 , 37528.8 , ---- ,  112.3
     14788 ,  40233 ,  36554 , 37528.8 , ---- ,  112.3
     14794 ,  40457 ,  36856 , 37528.8 , ---- ,  112.3
     14800 ,  37977 ,  36922 , 37528.8 , ---- ,  112.3
     14805 ,  40569 ,  37211 , 37528.8 , ---- ,  112.3
     14811 ,  38601 ,  37361 , 37528.8 , ---- ,  112.3
     14816 ,  40537 ,  37671 , 37528.8 , ---- ,  112.3
     14822 ,  37481 ,  37714 , 37528.8 , ---- ,  112.3
     14827 ,  40153 ,  37987 , 37528.8 , ---- ,  112.3
     14833 ,  37193 ,  37960 , 37528.8 , PEAK ,  109.5
     14840 ,  40393 ,  38260 , 37528.8 , ---- ,  109.5
     14845 ,  36328 ,  38234 , 37528.8 , ---- ,  109.5
     14851 ,  39833 ,  38510 , 37528.8 , ---- ,  109.5
     14857 ,  37321 ,  38524 , 37528.8 , ---- ,  109.5
     14862 ,  39177 ,  38636 , 37528.8 , ---- ,  109.5
     14868 ,  36696 ,  38593 , 37528.8 , ---- ,  109.5
     14873 ,  37865 ,  38720 , 37528.8 , ---- ,  109.5
     14879 ,  35976 ,  38602 , 37528.8 , ---- ,  109.5
     14884 ,  37369 ,  38626 , 37528.8 , ---- ,  109.5
     14890 ,  38121 ,  38599 , 37528.8 , ---- ,  109.5
     14896 ,  36392 ,  38433 , 37528.8 , ---- ,  109.5
     14901 ,  38089 ,  38326 , 37528.8 , ---- ,  109.5
     14907 ,  35784 ,  38092 , 37528.8 , ---- ,  109.5
     14913 ,  36552 ,  38021 , 37528.8 , ---- ,  109.5
     14918 ,  35032 ,  37744 , 37528.8 , ---- ,  109.5
     14924 ,  36616 ,  37645 , 37528.8 , ---- ,  109.5
     14929 ,  33816 ,  37309 , 37528.8 , ---- ,  109.5
     14935 ,  35240 ,  37197 , 37528.8 , ---- ,  109.5
     14940 ,  31943 ,  36786 , 37503.2 , ---- ,  109.5
     14946 ,  34776 ,  36665 , 37503.2 , ---- ,  109.5
     14952 ,  30743 ,  36183 , 37023.2 , ---- ,  109.5
     14957 ,  34408 ,  36087 , 37023.2 , ---- ,  109.5
     14963 ,  32199 ,  35705 , 37023.2 , ---- ,  109.5
     14968 ,  32599 ,  35469 , 37023.2 , ---- ,  109.5
     14974 ,  32984 ,  35160 , 37023.2 , ---- ,  109.5
     14979 ,  33304 ,  34990 , 37023.2 , ---- ,  109.5
     15025 ,  33720 ,  34783 , 37023.2 , ---- ,  109.5
     15031 ,  35608 ,  34764 , 37023.2 , ---- ,  109.5
     15037 ,  33720 ,  34582 , 37023.2 , ---- ,  109.5
     15043 ,  35736 ,  34463 , 37023.2 , ---- ,  109.5
     15048 ,  33848 ,  34335 , 37023.2 , ---- ,  109.5
     15054 ,  34520 ,  34157 , 37023.2 , ---- ,  109.5
     15059 ,  33640 ,  34050 , 37023.2 , ---- ,  109.5
     15065 ,  36664 ,  34055 , 37023.2 , ---- ,  109.5
     15070 ,  33848 ,  33996 , 36686.6 , ---- ,  109.5
     15076 ,  36152 ,  33973 , 36686.6 , ---- ,  109.5
     15082 ,  32984 ,  33931 , 36686.6 , ---- ,  109.5
     15087 ,  35928 ,  33966 , 36686.6 , ---- ,  109.5
     15093 ,  35256 ,  34131 , 36638.6 , ---- ,  109.5
     15098 ,  35512 ,  34168 , 36638.6 , ---- ,  109.5
     15104 ,  35736 ,  34418 , 36638.6 , ---- ,  109.5
     15109 ,  36200 ,  34507 , 36638.6 , ---- ,  109.5
     15115 ,  36648 ,  34730 , 36638.6 , ---- ,  109.5
     15121 ,  34856 ,  34843 , 36638.6 , ---- ,  109.5
     15126 ,  36520 ,  35020 , 36638.6 , ---- ,  109.5
     15132 ,  34344 ,  35072 , 36638.6 , ---- ,  109.5
     15137 ,  36040 ,  35188 , 36638.6 , ---- ,  109.5
     15143 ,  34216 ,  35118 , 36638.6 , ---- ,  109.5
     15149 ,  35752 ,  35220 , 36638.6 , ---- ,  109.5
     15154 ,  33512 ,  35108 , 36638.6 , ---- ,  109.5
     15160 ,  35016 ,  35167 , 36638.6 , ---- ,  109.5
     15165 ,  32872 ,  35084 , 36638.6 , ---- ,  109.5
     15214 ,  32872 ,  35046 , 36638.6 , ---- ,  109.5
     15220 ,  35240 ,  34975 , 36638.6 , ---- ,  109.5
     15225 ,  32984 ,  34932 , 36638.6 , ---- ,  109.5
     15231 ,  35128 ,  34880 , 36638.6 , ---- ,  109.5
     15236 ,  32824 ,  34872 , 36638.6 , ---- ,  109.5
     15242 ,  35016 ,  34827 , 36638.6 , ---- ,  109.5
     15247 ,  35864 ,  34857 , 36638.6 , ---- ,  109.5
     15253 ,  34600 ,  34812 , 36638.6 , ---- ,  109.5
     15259 ,  36808 ,  34865 , 36638.6 , ---- ,  109.5
     15264 ,  34840 ,  34797 , 36638.6 , ---- ,  109.5
     15270 ,  35592 ,  34744 , 36638.6 , ---- ,  109.5
     15276 ,  34520 ,  34728 , 36638.6 , ---- ,  109.5
     15281 ,  36152 ,  34709 , 36638.6 , ---- ,  109.5
     15287 ,  34120 ,  34698 , 36638.6 , ---- ,  109.5
     15292 ,  34408 ,  34616 , 36638.6 , ---- ,  109.5
     15298 ,  33256 ,  34568 , 36638.6 , ---- ,  109.5
     15303 ,  35336 ,  34548 , 36638.6 , ---- ,  109.5
     15309 ,  33096 ,  34527 , 36638.6 , ---- ,  109.5
     15315 ,  34344 ,  34493 , 36638.6 , ---- ,  109.5
     15320 ,  33256 ,  34512 , 36638.6 , ---- ,  109.5
     15326 ,  35016 ,  34620 , 36638.6 , ---- ,  109.5
     15331 ,  32391 ,  34477 , 36638.6 , ---- ,  109.5
     15337 ,  34696 ,  34563 , 36638.6 , ---- ,  109.5
     15343 ,  35240 ,  34568 , 36638.6 , ---- ,  109.5
     15422 ,  36840 ,  34769 , 36638.6 , ---- ,  109.5
     15428 ,  34856 ,  34761 , 36638.6 , ---- ,  109.5
     15434 ,  37417 ,  34839 , 36638.6 , ---- ,  109.5
     15439 ,  35384 ,  34878 , 36638.6 , ---- ,  109.5
     15445 ,  38025 ,  34939 , 36638.6 , ---- ,  109.5
     15450 ,  36280 ,  35011 , 36638.6 , ---- ,  109.5
     15456 ,  38841 ,  35173 , 36638.6 , ---- ,  109.5
     15462 ,  39577 ,  35426 , 36638.6 , ---- ,  109.5
     15467 ,  38665 ,  35552 , 36638.6 , ---- ,  109.5
     15473 ,  40489 ,  35870 , 36638.6 , ---- ,  109.5
     15478 ,  38777 ,  36089 , 36638.6 , ---- ,  109.5
     15484 ,  38985 ,  36375 , 36638.6 , ---- ,  109.5
     15489 ,  38585 ,  36538 , 36638.6 , ---- ,  109.5
     15495 ,  40745 ,  36920 , 36744.2 , ---- ,  109.5
     15501 ,  38825 ,  37144 , 36744.2 , ---- ,  109.5
     15506 ,  40377 ,  37500 , 36744.2 , ---- ,  109.5
     15512 ,  38985 ,  37699 , 36744.2 , ---- ,  109.5
     15518 ,  40457 ,  38102 , 36744.2 , ---- ,  109.5
     15523 ,  38505 ,  38292 , 36744.2 , ---- ,  109.5
     15529 ,  40457 ,  38553 , 36744.2 , ---- ,  109.5
     15534 ,  37721 ,  38597 , 36744.2 , ---- ,  109.5
     15540 ,  39097 ,  38809 , 36744.2 , ---- ,  109.5
     15546 ,  37193 ,  38798 , 36744.2 , PEAK ,  108.7
     15552 ,  38953 ,  38976 , 36744.2 , ---- ,  108.7
     15558 ,  36040 ,  38877 , 36744.2 , ---- ,  108.7
     15563 ,  38697 ,  38998 , 36744.2 , ---- ,  108.7
     15569 ,  36873 ,  38900 , 36744.2 , ---- ,  108.7
     15575 ,  37321 ,  38787 , 36744.2 , ---- ,  108.7
     15580 ,  38969 ,  38802 , 36744.2 , ---- ,  108.7
     15586 ,  36168 ,  38586 , 36744.2 , ---- ,  108.7
     15591 ,  37561 ,  38525 , 36744.2 , ---- ,  108.7
     15597 ,  35496 ,  38351 , 36744.2 , ---- ,  108.7
     15602 ,  37001 ,  38272 , 36744.2 , ---- ,  108.7
     15608 ,  34056 ,  37937 , 36744.2 , ---- ,  108.7
     15614 ,  36552 ,  37823 , 36744.2 , ---- ,  108.7
     15619 ,  34168 ,  37513 , 36744.2 , ---- ,  108.7
     15625 ,  35400 ,  37334 , 36744.2 , ---- ,  108.7
     15631 ,  33064 ,  36964 , 36744.2 , ---- ,  108.7
     15636 ,  34952 ,  36786 , 36744.2 , ---- ,  108.7
     15642 ,  32311 ,  36379 , 36744.2 , ---- ,  108.7
     15647 ,  34232 ,  36205 , 36744.2 , ---- ,  108.7
     15653 ,  31783 ,  35839 , 36744.2 , ---- ,  108.7
     15659 ,  33528 ,  35656 , 36744.2 , ---- ,  108.7
     15664 ,  34568 ,  35437 , 36744.2 , ---- ,  108.7
     15670 ,  34136 ,  35341 , 36744.2 , ---- ,  108.7
     15675 ,  35320 ,  35172 , 36744.2 , ---- ,  108.7
     15681 ,  33416 ,  35000 , 36744.2 , ---- ,  108.7
     15686 ,  34984 ,  34883 , 36744.2 , ---- ,  108.7
     15692 ,  33480 ,  34608 , 36744.2 , ---- ,  108.7
     15698 ,  35512 ,  34576 , 36744.2 , ---- ,  108.7
     15764 ,  34872 ,  34441 , 36744.2 , ---- ,  108.7
     15770 ,  36440 ,  34488 , 36744.2 , ---- ,  108.7
     15776 ,  35112 ,  34394 , 36744.2 , ---- ,  108.7
     15781 ,  36488 ,  34515 , 36744.2 , ---- ,  108.7
     15787 ,  34264 ,  34401 , 36744.2 , ---- ,  108.7
     15792 ,  36328 ,  34509 , 36744.2 , ---- ,  108.7
     15798 ,  34472 ,  34463 , 36744.2 , ---- ,  108.7
     15804 ,  37129 ,  34666 , 36744.2 , ---- ,  108.7
     15809 ,  34056 ,  34621 , 36744.2 , ---- ,  108.7
     15815 ,  35864 ,  34799 , 36744.2 , ---- ,  108.7
     15820 ,  33992 ,  34787 , 36744.2 , ---- ,  108.7
     15826 ,  35608 ,  34978 , 36744.2 , ---- ,  108.7
     15831 ,  33128 ,  34958 , 36744.2 , ---- ,  108.7
     15837 ,  35624 ,  35011 , 36744.2 , ---- ,  108.7
     15843 ,  35848 ,  35096 , 36744.2 , ---- ,  108.7
     15848 ,  35512 ,  35106 , 36744.2 , ---- ,  108.7
     15854 ,  36536 ,  35262 , 36744.2 , ---- ,  108.7
     15859 ,  34520 ,  35239 , 36744.2 , ---- ,  108.7
     15865 ,  34696 ,  35300 , 36744.2 , ---- ,  108.7
     15871 ,  34376 ,  35243 , 36744.2 , ---- ,  108.7
     15882 ,  34088 ,  35204 , 36744.2 , ---- ,  108.7
     15888 ,  35784 ,  35171 , 36744.2 , ---- ,  108.7
     15894 ,  33784 ,  35104 , 37160.2 , ---- ,  108.7
     15899 ,  35992 ,  35080 , 37160.2 , ---- ,  108.7
     15905 ,  33304 ,  35032 , 37160.2 , ---- ,  108.7
     15910 ,  35288 ,  34980 , 37160.2 , ---- ,  108.7
     15916 ,  33256 ,  34919 , 37160.2 , ---- ,  108.7
     15922 ,  36440 ,  34884 , 37160.2 , ---- ,  108.7
     15927 ,  31591 ,  34761 , 37083.4 , ---- ,  108.7
     15933 ,  35032 ,  34719 , 37083.4 , ---- ,  108.7
     15938 ,  32968 ,  34668 , 37083.4 , ---- ,  108.7
     15944 ,  34696 ,  34623 , 37083.4 , ---- ,  108.7
     15950 ,  36360 ,  34784 , 37083.4 , ---- ,  108.7
     15955 ,  35000 ,  34753 , 37083.4 , ---- ,  108.7
     15961 ,  38425 ,  34882 , 37083.4 , ---- ,  108.7
     15966 ,  34328 ,  34823 , 37083.4 , ---- ,  108.7
     15972 ,  35704 ,  34781 , 37083.4 , ---- ,  108.7
     15977 ,  33912 ,  34751 , 37083.4 , ---- ,  108.7
     15983 ,  35720 ,  34802 , 37083.4 , ---- ,  108.7
     15988 ,  33480 ,  34757 , 37083.4 , ---- ,  108.7
     15994 ,  34792 ,  34792 , 37083.4 , ---- ,  108.7
     16000 ,  33880 ,  34697 , 37083.4 , ---- ,  108.7
     16005 ,  35416 ,  34779 , 37083.4 , ---- ,  108.7
     16011 ,  34120 ,  34685 , 37083.4 , ---- ,  108.7
     16016 ,  34776 ,  34759 , 37083.4 , ---- ,  108.7
     16022 ,  32824 ,  34636 , 37083.4 , ---- ,  108.7
     16027 ,  35176 ,  34732 , 37083.4 , ---- ,  108.7
     16033 ,  35704 ,  34695 , 37083.4 , ---- ,  108.7
     16039 ,  34488 ,  34840 , 37083.4 , ---- ,  108.7
     16044 ,  36504 ,  34913 , 37083.4 , ---- ,  108.7
     16090 ,  35928 ,  35061 , 37083.4 , ---- ,  108.7
     16096 ,  34840 ,  35068 , 37083.4 , ---- ,  108.7
     16102 ,  36552 ,  35078 , 37083.4 , ---- ,  108.7
     16108 ,  34600 ,  35058 , 37083.4 , ---- ,  108.7
     16156 ,  38409 ,  35057 , 37083.4 , ---- ,  108.7
     16162 ,  40169 ,  35349 , 37083.4 , ---- ,  108.7
     16168 ,  40633 ,  35596 , 37083.4 , ---- ,  108.7
     16173 ,  40025 ,  35901 , 37083.4 , ---- ,  108.7
     16179 ,  36953 ,  35963 , 37083.4 , ---- ,  108.7
     16184 ,  39913 ,  36285 , 37083.4 , ---- ,  108.7
     16190 ,  38505 ,  36470 , 37083.4 , ---- ,  108.7
     16195 ,  40361 ,  36794 , 37083.4 , ---- ,  108.7
     16201 ,  37641 ,  36906 , 37083.4 , ---- ,  108.7
     16207 ,  40121 ,  37206 , 37083.4 , ---- ,  108.7
     16212 ,  38281 ,  37381 , 37083.4 , ---- ,  108.7
     16218 ,  39369 ,  37708 , 37083.4 , ---- ,  108.7
     16223 ,  40761 ,  37987 ,  37093 , ---- ,  108.7
     16229 ,  39305 ,  38167 ,  37093 , ---- ,  108.7
     16234 ,  40121 ,  38449 ,  37093 , ---- ,  108.7
     16240 ,  37865 ,  38517 ,  37093 , ---- ,  108.7
     16246 ,  39465 ,  38694 ,  37093 , ---- ,  108.7
     16251 ,  37129 ,  38808 ,  37093 , ---- ,  108.7
     16257 ,  39049 ,  38933 ,  37093 , ---- ,  108.7
     16262 ,  36504 ,  39028 ,  37093 , ---- ,  108.7
     16268 ,  38361 ,  39026 ,  37093 , PEAK ,  108.3
     16274 ,  36072 ,  38821 ,  37093 , ---- ,  108.3
     16280 ,  38281 ,  38704 ,  37093 , ---- ,  108.3
     16286 ,  35848 ,  38495 ,  37093 , ---- ,  108.3
     16291 ,  36744 ,  38484 ,  37093 , ---- ,  108.3
     16297 ,  34664 ,  38222 ,  37093 , ---- ,  108.3
     16303 ,  36264 ,  38110 ,  37093 , ---- ,  108.3
     16308 ,  33112 ,  37747 ,  37093 , ---- ,  108.3
     16314 ,  35432 ,  37637 ,  37093 , ---- ,  108.3
     16319 ,  32007 ,  37231 ,  37093 , ---- ,  108.3
     16325 ,  34856 ,  37060 ,  37093 , ---- ,  108.3
     16331 ,  34664 ,  36825 ,  37093 , ---- ,  108.3
     16336 ,  34008 ,  36487 ,  37093 , ---- ,  108.3
     16342 ,  35672 ,  36305 ,  37093 , ---- ,  108.3
     16348 ,  33576 ,  35978 ,  37093 , ---- ,  108.3
     16353 ,  35400 ,  35855 ,  37093 , ---- ,  108.3
     16359 ,  33256 ,  35544 ,  37093 , ---- ,  108.3
