Format: [timestamp_ms] , raw_ppg , moving_avg , threshold , peak , bpm
     10521 ,  35768 ,  34750 , 36481.8 , ---- ,   89.9
     10527 ,  34232 ,  34778 , 36481.8 , ---- ,   89.9
     10532 ,  35592 ,  34764 , 36481.8 , ---- ,   89.9
     10538 ,  33928 ,  34798 , 36481.8 , ---- ,   89.9
     10543 ,  35288 ,  34806 , 36481.8 , ---- ,   89.9
     10549 ,  33368 ,  34860 , 36481.8 , ---- ,   89.9
     10554 ,  35272 ,  34869 , 36481.8 , ---- ,   89.9
     10559 ,  32936 ,  34687 , 36481.8 , ---- ,   89.9
     10565 ,  35208 ,  34717 , 36481.8 , ---- ,   89.9
     10570 ,  33448 ,  34594 , 36481.8 , ---- ,   89.9
     10576 ,  34776 ,  34622 , 36481.8 , ---- ,   89.9
     10581 ,  36520 ,  34652 , 36481.8 , ---- ,   89.9
     10587 ,  34360 ,  34692 , 36481.8 , ---- ,   89.9
     10592 ,  37577 ,  34804 , 36481.8 , ---- ,   89.9
     10597 ,  34232 ,  34832 , 36481.8 , ---- ,   89.9
     10603 ,  35752 ,  34831 , 36481.8 , ---- ,   89.9
     10608 ,  34056 ,  34892 , 36481.8 , ---- ,   89.9
     10614 ,  36248 ,  34947 , 36481.8 , ---- ,   89.9
     10620 ,  34328 ,  34886 , 36481.8 , ---- ,   89.9
     10675 ,  39641 ,  35126 , 36664.2 , ---- ,   89.9
     10680 ,  38393 ,  35257 , 36664.2 , ---- ,   89.9
     10686 ,  40041 ,  35548 , 36904.2 , ---- ,   89.9
     10691 ,  37977 ,  35667 , 36904.2 , ---- ,   89.9
     10696 ,  39833 ,  35962 , 36904.2 , ---- ,   89.9
     10702 ,  37449 ,  36070 , 36904.2 , ---- ,   89.9
     10707 ,  39529 ,  36378 , 36904.2 , ---- ,   89.9
     10713 ,  39993 ,  36614 , 36904.2 , ---- ,   89.9
     10718 ,  39161 ,  36926 , 36904.2 , ---- ,   89.9
     10724 ,  40953 ,  37213 , 37451.4 , ---- ,   89.9
     10729 ,  39177 ,  37499 , 37451.4 , ---- ,   89.9
     10735 ,  39337 ,  37727 , 37451.4 , ---- ,   89.9
     10740 ,  37529 ,  37778 , 37451.4 , ---- ,   89.9
     10745 ,  39305 ,  38025 , 37451.4 , ---- ,   89.9
     10789 ,  36568 ,  37975 , 37451.4 , PEAK ,   88.3
     10796 ,  36296 ,  38078 , 37451.4 , ---- ,   88.3
     10802 ,  35848 ,  38083 , 37451.4 , ---- ,   88.3
     10807 ,  37545 ,  38257 , 37451.4 , ---- ,   88.3
     10813 ,  34056 ,  38147 , 37451.4 , ---- ,   88.3
     10818 ,  36360 ,  38249 , 37451.4 , ---- ,   88.3
     10824 ,  35144 ,  38024 , 37451.4 , ---- ,   88.3
     10829 ,  35640 ,  37887 , 37451.4 , ---- ,   88.3
     10835 ,  33384 ,  37554 , 37451.4 , ---- ,   88.3
     10840 ,  34536 ,  37382 , 37451.4 , ---- ,   88.3
     10845 ,  32535 ,  37017 , 37451.4 , ---- ,   88.3
     10851 ,  34456 ,  36867 , 37451.4 , ---- ,   88.3
     10856 ,  31719 ,  36477 , 37259.4 , ---- ,   88.3
     10862 ,  34104 ,  36182 , 37259.4 , ---- ,   88.3
     10867 ,  36280 ,  36038 , 37259.4 , ---- ,   88.3
     10873 ,  33464 ,  35664 , 37259.4 , ---- ,   88.3
     10878 ,  35144 ,  35462 , 37259.4 , ---- ,   88.3
     10884 ,  33224 ,  35156 , 37259.4 , ---- ,   88.3
     10889 ,  35176 ,  35039 , 37259.4 , ---- ,   88.3
     10894 ,  32840 ,  34715 , 37259.4 , ---- ,   88.3
     10900 ,  34824 ,  34628 , 37259.4 , ---- ,   88.3
     10905 ,  32711 ,  34449 , 37259.4 , ---- ,   88.3
     10911 ,  34504 ,  34382 , 37259.4 , ---- ,   88.3
     10916 ,  32952 ,  34152 , 37259.4 , ---- ,   88.3
     10922 ,  34376 ,  34168 , 37259.4 , ---- ,   88.3
     10927 ,  34456 ,  34073 , 37259.4 , ---- ,   88.3
     10933 ,  34008 ,  34016 , 37259.4 , ---- ,   88.3
     10938 ,  36072 ,  34038 , 37259.4 , ---- ,   88.3
     10943 ,  34136 ,  34075 , 37259.4 , ---- ,   88.3
     10949 ,  35720 ,  34135 , 37259.4 , ---- ,   88.3
     10954 ,  33704 ,  34193 , 37259.4 , ---- ,   88.3
     10960 ,  36072 ,  34274 , 37259.4 , ---- ,   88.3
     10965 ,  33944 ,  34385 , 37259.4 , ---- ,   88.3
     10971 ,  35864 ,  34473 , 37259.4 , ---- ,   88.3
     10976 ,  33512 ,  34335 , 37259.4 , ---- ,   88.3
     10982 ,  35720 ,  34447 , 37259.4 , ---- ,   88.3
     10987 ,  32904 ,  34335 , 37259.4 , ---- ,   88.3
     10993 ,  34840 ,  34416 , 37259.4 , ---- ,   88.3
     10998 ,  36889 ,  34502 , 37259.4 , ---- ,   88.3
     11004 ,  34328 ,  34576 , 37259.4 , ---- ,   88.3
     11009 ,  36264 ,  34648 , 37259.4 , ---- ,   88.3
     11014 ,  34776 ,  34752 , 37259.4 , ---- ,   88.3
     11020 ,  35864 ,  34820 , 37259.4 , ---- ,   88.3
     11025 ,  33736 ,  34859 , 37259.4 , ---- ,   88.3
     11031 ,  35592 ,  34920 , 37259.4 , ---- ,   88.3
     11036 ,  34104 ,  34902 , 37259.4 , ---- ,   88.3
     11042 ,  35208 ,  34962 , 37259.4 , ---- ,   88.3
     11047 ,  33160 ,  34816 , 37259.4 , ---- ,   88.3
     11052 ,  35176 ,  34868 , 37259.4 , ---- ,   88.3
     11058 ,  35160 ,  34840 , 37259.4 , ---- ,   88.3
     11135 ,  34584 ,  34884 , 37259.4 , ---- ,   88.3
     11141 ,  36200 ,  34891 , 37259.4 , ---- ,   88.3
     11146 ,  34536 ,  34920 , 37259.4 , ---- ,   88.3
     11152 ,  35608 ,  34908 , 37259.4 , ---- ,   88.3
     11157 ,  34280 ,  34946 , 37259.4 , ---- ,   88.3
     11163 ,  36024 ,  34961 , 37259.4 , ---- ,   88.3
     11168 ,  33576 ,  34995 , 37259.4 , ---- ,   88.3
     11174 ,  35512 ,  35028 , 37259.4 , ---- ,   88.3
     11179 ,  33320 ,  34850 , 37259.4 , ---- ,   88.3
     11185 ,  35672 ,  34917 , 37259.4 , ---- ,   88.3
     11190 ,  31543 ,  34681 ,  37189 , ---- ,   88.3
     11195 ,  35624 ,  34723 ,  37189 , ---- ,   88.3
     11201 ,  35144 ,  34687 ,  37189 , ---- ,   88.3
     11206 ,  34728 ,  34737 ,  37189 , ---- ,   88.3
     11212 ,  36232 ,  34769 ,  37189 , ---- ,   88.3
     11217 ,  34616 ,  34795 ,  37189 , ---- ,   88.3
     11223 ,  34920 ,  34780 ,  37189 , ---- ,   88.3
     11228 ,  34264 ,  34835 ,  37189 , ---- ,   88.3
     11233 ,  35752 ,  34864 ,  37189 , ---- ,   88.3
     11239 ,  33320 ,  34772 ,  37189 , ---- ,   88.3
     11244 ,  34184 ,  34752 ,  37189 , ---- ,   88.3
     11250 ,  33352 ,  34610 ,  37189 , ---- ,   88.3
     11255 ,  35032 ,  34635 ,  37189 , ---- ,   88.3
     11261 ,  32808 ,  34495 ,  37189 , ---- ,   88.3
     11266 ,  34696 ,  34515 ,  37189 , ---- ,   88.3
     11271 ,  36536 ,  34541 ,  37189 , ---- ,   88.3
     11277 ,  34280 ,  34576 ,  37189 , ---- ,   88.3
     11282 ,  36296 ,  34615 ,  37189 , ---- ,   88.3
     11288 ,  34184 ,  34659 ,  37189 , ---- ,   88.3
     11293 ,  36008 ,  34675 ,  37189 , ---- ,   88.3
     11299 ,  34760 ,  34836 ,  37189 , ---- ,   88.3
     11304 ,  36584 ,  34884 ,  37189 , ---- ,   88.3
     11310 ,  34504 ,  34852 ,  37189 , ---- ,   88.3
     11315 ,  37449 ,  34988 ,  37189 , ---- ,   88.3
     11321 ,  34856 ,  34920 ,  37189 , ---- ,   88.3
     11326 ,  37529 ,  35065 ,  37189 , ---- ,   88.3
     11332 ,  40201 ,  35329 ,  37189 , ---- ,   88.3
     11337 ,  38185 ,  35525 ,  37189 , ---- ,   88.3
     11342 ,  39337 ,  35705 ,  37189 , ---- ,   88.3
     11348 ,  38121 ,  35945 ,  37189 , ---- ,   88.3
     11353 ,  39817 ,  36226 ,  37189 , ---- ,   88.3
     11359 ,  37897 ,  36454 ,  37189 , ---- ,   88.3
     11364 ,  40297 ,  36717 ,  37189 , ---- ,   88.3
     11370 ,  38233 ,  36988 ,  37189 , ---- ,   88.3
     11375 ,  40585 ,  37282 ,  37189 , ---- ,   88.3
     11381 ,  37577 ,  37335 ,  37189 , ---- ,   88.3
     11386 ,  39849 ,  37613 ,  37189 , ---- ,   88.3
     11392 ,  38057 ,  37701 ,  37189 , ---- ,   88.3
     11397 ,  39641 ,  37974 ,  37189 , ---- ,   88.3
     11402 ,  41114 ,  38229 , 37285.6 , ---- ,   88.3
     11469 ,  36440 ,  38313 , 37285.6 , ---- ,   88.3
     11474 ,  37593 ,  38364 , 37285.6 , ---- ,   88.3
     11480 ,  36312 ,  38454 , 37285.6 , ---- ,   88.3
     11485 ,  37257 ,  38444 , 37285.6 , PEAK ,   88.5
     11492 ,  35912 ,  38497 , 37285.6 , ---- ,   88.5
     11497 ,  37385 ,  38490 , 37285.6 , ---- ,   88.5
     11503 ,  34968 ,  38228 , 37285.6 , ---- ,   88.5
     11508 ,  36408 ,  38140 , 37285.6 , ---- ,   88.5
     11514 ,  34104 ,  37878 , 37285.6 , ---- ,   88.5
     11519 ,  36744 ,  37809 , 37285.6 , ---- ,   88.5
     11525 ,  31495 ,  37393 , 37266.4 , ---- ,   88.5
     11530 ,  35272 ,  37262 , 37266.4 , ---- ,   88.5
     11536 ,  33144 ,  36904 , 37266.4 , ---- ,   88.5
     11541 ,  34344 ,  36710 , 37266.4 , ---- ,   88.5
     11590 ,  34616 ,  36411 , 37266.4 , ---- ,   88.5
     11595 ,  34536 ,  36259 , 37266.4 , ---- ,   88.5
     11601 ,  34824 ,  36008 , 37266.4 , ---- ,   88.5
     11606 ,  32471 ,  35729 , 37266.4 , ---- ,   88.5
     11612 ,  34392 ,  35466 , 37266.4 , ---- ,   88.5
     11617 ,  34344 ,  35128 , 37266.4 , ---- ,   88.5
     11623 ,  34344 ,  35023 , 37266.4 , ---- ,   88.5
     11628 ,  36504 ,  34968 , 37266.4 , ---- ,   88.5
     11634 ,  32391 ,  34772 , 37266.4 , ---- ,   88.5
     11639 ,  37209 ,  34770 , 37266.4 , ---- ,   88.5
     11644 ,  34056 ,  34677 , 37266.4 , ---- ,   88.5
     11650 ,  36104 ,  34613 , 37266.4 , ---- ,   88.5
     11655 ,  34088 ,  34569 , 37266.4 , ---- ,   88.5
     11661 ,  35720 ,  34535 , 37266.4 , ---- ,   88.5
     11666 ,  33832 ,  34521 , 37266.4 , ---- ,   88.5
     11672 ,  35656 ,  34467 , 37266.4 , ---- ,   88.5
     11677 ,  32711 ,  34527 , 37266.4 , ---- ,   88.5
     11683 ,  35208 ,  34524 , 37266.4 , ---- ,   88.5
     11688 ,  36856 ,  34710 , 37266.4 , ---- ,   88.5
     11694 ,  34520 ,  34719 , 37266.4 , ---- ,   88.5
     11699 ,  36696 ,  34823 , 37266.4 , ---- ,   88.5
     11705 ,  34600 ,  34826 , 37266.4 , ---- ,   88.5
     11710 ,  36360 ,  34903 , 37266.4 , ---- ,   88.5
     11716 ,  33800 ,  34969 , 37266.4 , ---- ,   88.5
     11721 ,  35928 ,  35046 , 37266.4 , ---- ,   88.5
     11727 ,  33384 ,  34998 , 37266.4 , ---- ,   88.5
     11732 ,  35432 ,  35052 , 37266.4 , ---- ,   88.5
     11738 ,  32663 ,  34860 , 37266.4 , ---- ,   88.5
     11743 ,  36360 ,  35059 , 37266.4 , ---- ,   88.5
     11748 ,  33928 ,  34895 , 37266.4 , ---- ,   88.5
     11754 ,  34600 ,  34922 , 37266.4 , ---- ,   88.5
     11759 ,  36248 ,  34929 , 37266.4 , ---- ,   88.5
     11765 ,  33960 ,  34923 , 37266.4 , ---- ,   88.5
     11770 ,  35880 ,  34931 , 37266.4 , ---- ,   88.5
     11776 ,  33896 ,  34934 , 37266.4 , ---- ,   88.5
     11781 ,  36056 ,  34954 , 37266.4 , ---- ,   88.5
     11826 ,  34648 ,  35051 , 37266.4 , ---- ,   88.5
     11831 ,  35528 ,  35067 , 37266.4 , ---- ,   88.5
     11837 ,  34056 ,  34927 , 37266.4 , ---- ,   88.5
     11842 ,  36328 ,  35017 , 37266.4 , ---- ,   88.5
     11848 ,  33880 ,  34876 , 37266.4 , ---- ,   88.5
     11853 ,  35976 ,  34945 , 37266.4 , ---- ,   88.5
     11859 ,  33672 ,  34811 , 37266.4 , ---- ,   88.5
     11864 ,  35752 ,  34908 , 37266.4 , ---- ,   88.5
     11869 ,  33704 ,  34797 , 37266.4 , ---- ,   88.5
     11875 ,  35224 ,  34889 , 37266.4 , ---- ,   88.5
     11880 ,  33064 ,  34771 , 37266.4 , ---- ,   88.5
     11886 ,  34904 ,  34883 , 37266.4 , ---- ,   88.5
     11891 ,  33080 ,  34719 , 37266.4 , ---- ,   88.5
     11897 ,  35048 ,  34775 , 37266.4 , ---- ,   88.5
     11902 ,  36072 ,  34848 , 37266.4 , ---- ,   88.5
     11908 ,  34456 ,  34759 , 37266.4 , ---- ,   88.5
     11913 ,  35960 ,  34859 , 37266.4 , ---- ,   88.5
     11919 ,  33352 ,  34732 , 37266.4 , ---- ,   88.5
     11924 ,  35720 ,  34824 , 37266.4 , ---- ,   88.5
     11929 ,  33368 ,  34689 , 37266.4 , ---- ,   88.5
     11941 ,  33704 ,  34642 , 37266.4 , ---- ,   88.5
     11947 ,  35736 ,  34652 , 37266.4 , ---- ,   88.5
     11952 ,  33880 ,  34644 , 37266.4 , ---- ,   88.5
     11958 ,  37481 ,  34701 , 37266.4 , ---- ,   88.5
     11963 ,  34120 ,  34713 , 37266.4 , ---- ,   88.5
     11969 ,  35896 ,  34709 , 37266.4 , ---- ,   88.5
     11974 ,  37353 ,  34893 , 37266.4 , ---- ,   88.5
     11979 ,  36664 ,  34939 , 37266.4 , ---- ,   88.5
     11985 ,  39401 ,  35224 , 37266.4 , ---- ,   88.5
     11990 ,  36824 ,  35304 , 37266.4 , ---- ,   88.5
     11996 ,  38969 ,  35599 , 37266.4 , ---- ,   88.5
     12001 ,  36648 ,  35686 , 37266.4 , ---- ,   88.5
     12007 ,  40169 ,  36041 , 37266.4 , ---- ,   88.5
     12012 ,  37337 ,  36155 , 37266.4 , ---- ,   88.5
     12018 ,  38521 ,  36277 , 37266.4 , ---- ,   88.5
     12023 ,  37337 ,  36422 , 37266.4 , ---- ,   88.5
     12028 ,  39817 ,  36614 , 37266.4 , ---- ,   88.5
     12034 ,  39913 ,  36942 , 37266.4 , ---- ,   88.5
     12039 ,  39753 ,  37144 , 37266.4 , ---- ,   88.5
     12045 ,  40970 ,  37524 , 37266.4 , ---- ,   88.5
     12050 ,  38665 ,  37772 , 37266.4 , ---- ,   88.5
     12056 ,  40681 ,  38019 , 37266.4 , ---- ,   88.5
     12061 ,  38569 ,  38254 , 37266.4 , ---- ,   88.5
     12067 ,  40009 ,  38380 , 37266.4 , ---- ,   88.5
     12072 ,  37913 ,  38570 , 37266.4 , ---- ,   88.5
     12077 ,  37881 ,  38669 , 37266.4 , ---- ,   88.5
     12083 ,  37529 ,  38678 , 37266.4 , ---- ,   88.5
     12088 ,  39529 ,  38821 , 37266.4 , ---- ,   88.5
     12094 ,  37177 ,  38710 , 37266.4 , PEAK ,   89.8
     12100 ,  38857 ,  38812 , 37266.4 , ---- ,   89.8
     12178 ,  33240 ,  38525 , 37266.4 , ---- ,   89.8
     12184 ,  35048 ,  38445 , 37266.4 , ---- ,   89.8
     12190 ,  31719 ,  38023 , 37266.4 , ---- ,   89.8
     12195 ,  33736 ,  37843 , 37266.4 , ---- ,   89.8
     12201 ,  33752 ,  37604 , 37266.4 , ---- ,   89.8
     12206 ,  32215 ,  37348 , 37266.4 , ---- ,   89.8
     12211 ,  36937 ,  37204 , 37266.4 , ---- ,   89.8
     12217 ,  33144 ,  36866 , 37266.4 , ---- ,   89.8
     12222 ,  34904 ,  36623 , 37266.4 , ---- ,   89.8
     12228 ,  32856 ,  36218 , 37266.4 , ---- ,   89.8
     12233 ,  34744 ,  36022 , 37266.4 , ---- ,   89.8
     12239 ,  32471 ,  35611 , 37266.4 , ---- ,   89.8
     12244 ,  34952 ,  35430 , 37266.4 , ---- ,   89.8
     12249 ,  32455 ,  35052 , 37266.4 , ---- ,   89.8
     12255 ,  34600 ,  34887 , 37266.4 , ---- ,   89.8
     12260 ,  32231 ,  34604 , 37266.4 , ---- ,   89.8
     12266 ,  34792 ,  34467 , 37266.4 , ---- ,   89.8
     12271 ,  35944 ,  34288 , 37266.4 , ---- ,   89.8
     12277 ,  34312 ,  34145 , 37266.4 , ---- ,   89.8
     12282 ,  35576 ,  33981 , 37266.4 , ---- ,   89.8
     12287 ,  33880 ,  34013 , 37266.4 , ---- ,   89.8
     12293 ,  35672 ,  34044 , 37266.4 , ---- ,   89.8
     12298 ,  33976 ,  34157 , 37266.4 , ---- ,   89.8
     12304 ,  35592 ,  34250 , 37266.4 , ---- ,   89.8
     12309 ,  33352 ,  34230 , 37266.4 , ---- ,   89.8
     12315 ,  35816 ,  34410 , 37266.4 , ---- ,   89.8
     12320 ,  32263 ,  34176 , 37266.4 , ---- ,   89.8
     12326 ,  35304 ,  34284 ,  37180 , ---- ,   89.8
     12331 ,  35880 ,  34333 ,  37180 , ---- ,   89.8
     12336 ,  35000 ,  34440 ,  37180 , ---- ,   89.8
     12342 ,  36632 ,  34535 ,  37180 , ---- ,   89.8
     12347 ,  34856 ,  34654 ,  37180 , ---- ,   89.8
     12353 ,  36072 ,  34710 ,  37180 , ---- ,   89.8
     12358 ,  34392 ,  34807 ,  37180 , ---- ,   89.8
     12364 ,  36152 ,  34884 ,  37180 , ---- ,   89.8
     12369 ,  33944 ,  34970 ,  37180 , ---- ,   89.8
     12375 ,  35352 ,  34998 ,  37180 , ---- ,   89.8
     12380 ,  35064 ,  34954 ,  37180 , ---- ,   89.8
     12386 ,  35480 ,  35012 , 37269.6 , ---- ,   89.8
     12391 ,  32439 ,  34855 , 37269.6 , ---- ,   89.8
     12397 ,  35048 ,  34914 , 37269.6 , ---- ,   89.8
     12402 ,  36472 ,  34954 , 37269.6 , ---- ,   89.8
     12451 ,  34088 ,  34959 , 37269.6 , ---- ,   89.8
     12456 ,  34456 ,  34903 , 37269.6 , ---- ,   89.8
     12462 ,  36440 ,  35057 , 37269.6 , ---- ,   89.8
     12467 ,  34728 ,  35003 , 37269.6 , ---- ,   89.8
     12473 ,  36680 ,  35223 , 37269.6 , ---- ,   89.8
     12478 ,  34440 ,  35180 , 37269.6 , ---- ,   89.8
     12483 ,  36008 ,  35187 , 37269.6 , ---- ,   89.8
     12489 ,  33848 ,  35129 , 37269.6 , ---- ,   89.8
     12555 ,  35512 ,  35073 , 37269.6 , ---- ,   89.8
     12561 ,  35640 ,  35112 , 37269.6 , ---- ,   89.8
     12567 ,  35160 ,  35067 , 37269.6 , ---- ,   89.8
     12572 ,  33000 ,  34997 , 37269.6 , ---- ,   89.8
     12577 ,  36296 ,  35004 , 37269.6 , ---- ,   89.8
     12583 ,  33368 ,  34975 , 37269.6 , ---- ,   89.8
     12588 ,  35096 ,  34963 , 37269.6 , ---- ,   89.8
     12594 ,  32279 ,  34823 , 37269.6 , ---- ,   89.8
     12599 ,  34728 ,  34786 , 37269.6 , ---- ,   89.8
     12605 ,  36408 ,  34984 , 37269.6 , ---- ,   89.8
     12610 ,  34520 ,  34958 , 37269.6 , ---- ,   89.8
     12616 ,  35976 ,  34933 , 37269.6 , ---- ,   89.8
     12621 ,  33928 ,  34925 , 37269.6 , ---- ,   89.8
     12626 ,  36152 ,  35010 , 37269.6 , ---- ,   89.8
     12632 ,  34072 ,  34891 , 37269.6 , ---- ,   89.8
     12637 ,  35768 ,  34943 , 37269.6 , ---- ,   89.8
     12643 ,  33640 ,  34791 , 37269.6 , ---- ,   89.8
     12648 ,  36392 ,  34889 , 37269.6 , ---- ,   89.8
     12654 ,  34600 ,  34819 , 37269.6 , ---- ,   89.8
     12659 ,  36985 ,  34976 , 37269.6 , ---- ,   89.8
     12665 ,  37705 ,  35085 , 37269.6 , ---- ,   89.8
     12670 ,  37513 ,  35179 , 37269.6 , ---- ,   89.8
     12676 ,  40857 ,  35464 , 37269.6 , ---- ,   89.8
     12681 ,  38233 ,  35725 , 37269.6 , ---- ,   89.8
     12686 ,  39817 ,  35901 , 37269.6 , ---- ,   89.8
     12692 ,  38281 ,  36147 , 37269.6 , ---- ,   89.8
     12697 ,  40169 ,  36401 , 37269.6 , ---- ,   89.8
     12703 ,  38169 ,  36695 , 37269.6 , ---- ,   89.8
     12708 ,  39977 ,  36958 , 37269.6 , ---- ,   89.8
     12714 ,  38393 ,  37057 , 37269.6 , ---- ,   89.8
     12719 ,  40281 ,  37345 , 37269.6 , ---- ,   89.8
     12725 ,  38953 ,  37494 , 37269.6 , ---- ,   89.8
     12730 ,  40409 ,  37818 , 37269.6 , ---- ,   89.8
     12736 ,  41002 ,  38060 , 37288.8 , ---- ,   89.8
     12741 ,  39449 ,  38329 , 37288.8 , ---- ,   89.8
     12747 ,  39737 ,  38528 , 37288.8 , ---- ,   89.8
     12752 ,  38633 ,  38777 , 37288.8 , ---- ,   89.8
     12758 ,  40873 ,  39001 , 37288.8 , ---- ,   89.8
     12763 ,  38185 ,  39181 , 37288.8 , ---- ,   89.8
     12769 ,  40201 ,  39341 , 37288.8 , ---- ,   89.8
     12774 ,  37929 ,  39353 , 37288.8 , ---- ,   89.8
     12779 ,  39737 ,  39464 , 37288.8 , ---- ,   89.8
     12785 ,  37129 ,  39277 , 37288.8 , PEAK ,  111.7
     12791 ,  39081 ,  39320 , 37288.8 , ---- ,  111.7
     12797 ,  36568 ,  39157 , 37288.8 , ---- ,  111.7
     12803 ,  37081 ,  39097 , 37288.8 , ---- ,  111.7
     12809 ,  35032 ,  38840 , 37288.8 , ---- ,  111.7
     12814 ,  37545 ,  38809 , 37288.8 , ---- ,  111.7
     12820 ,  35304 ,  38576 , 37288.8 , ---- ,  111.7
     12825 ,  34696 ,  38391 , 37288.8 , ---- ,  111.7
     12872 ,  35288 ,  38141 , 37288.8 , ---- ,  111.7
     12878 ,  34584 ,  37923 , 37288.8 , ---- ,  111.7
     12883 ,  33640 ,  37584 , 37288.8 , ---- ,  111.7
     12889 ,  35000 ,  37284 , 37288.8 , ---- ,  111.7
     12894 ,  33416 ,  36982 , 37288.8 , ---- ,  111.7
     12900 ,  35432 ,  36767 , 37288.8 , ---- ,  111.7
     12906 ,  32503 ,  36461 , 37288.8 , ---- ,  111.7
     12911 ,  34840 ,  36159 , 37288.8 , ---- ,  111.7
     12917 ,  32792 ,  35889 , 37288.8 , ---- ,  111.7
     12922 ,  34504 ,  35605 , 37288.8 , ---- ,  111.7
     12928 ,  32711 ,  35344 , 37288.8 , ---- ,  111.7
     12934 ,  34712 ,  35092 , 37288.8 , ---- ,  111.7
     12939 ,  31559 ,  34814 , 37224.8 , ---- ,  111.7
     12945 ,  34488 ,  34584 , 37224.8 , ---- ,  111.7
     12950 ,  35464 ,  34529 , 37224.8 , ---- ,  111.7
     12956 ,  35032 ,  34427 , 37224.8 , ---- ,  111.7
     12961 ,  35816 ,  34466 , 37224.8 , ---- ,  111.7
     12967 ,  34616 ,  34319 , 37224.8 , ---- ,  111.7
     12973 ,  36488 ,  34379 , 37224.8 , ---- ,  111.7
     12978 ,  34136 ,  34351 , 37224.8 , ---- ,  111.7
     12984 ,  36040 ,  34388 , 37224.8 , ---- ,  111.7
     12989 ,  33896 ,  34354 , 37224.8 , ---- ,  111.7
     12995 ,  35752 ,  34459 , 37224.8 , ---- ,  111.7
     13001 ,  33800 ,  34399 , 37224.8 , ---- ,  111.7
     13006 ,  35848 ,  34521 , 37224.8 , ---- ,  111.7
     13012 ,  32311 ,  34365 , 37224.8 , ---- ,  111.7
     13017 ,  36680 ,  34574 , 37224.8 , ---- ,  111.7
     13023 ,  33112 ,  34487 , 37224.8 , ---- ,  111.7
     13028 ,  34904 ,  34593 , 37224.8 , ---- ,  111.7
     13034 ,  35128 ,  34624 , 37224.8 , ---- ,  111.7
     13039 ,  34904 ,  34734 , 37224.8 , ---- ,  111.7
     13045 ,  36712 ,  34834 , 37224.8 , ---- ,  111.7
     13051 ,  34360 ,  34974 , 37224.8 , ---- ,  111.7
     13056 ,  36744 ,  35087 , 37224.8 , ---- ,  111.7
     13062 ,  35128 ,  35070 , 37224.8 , ---- ,  111.7
     13068 ,  36088 ,  35123 , 37224.8 , ---- ,  111.7
     13073 ,  34616 ,  35063 , 37224.8 , ---- ,  111.7
     13079 ,  34232 ,  35043 , 37224.8 , ---- ,  111.7
     13084 ,  33992 ,  34919 , 37224.8 , ---- ,  111.7
     13090 ,  35736 ,  34999 , 37224.8 , ---- ,  111.7
     13095 ,  34136 ,  34903 , 37224.8 , ---- ,  111.7
     13101 ,  36024 ,  35010 , 37224.8 , ---- ,  111.7
     13107 ,  33752 ,  34910 , 37224.8 , ---- ,  111.7
     13112 ,  35768 ,  35008 , 37224.8 , ---- ,  111.7
     13118 ,  32904 ,  34861 , 37224.8 , ---- ,  111.7
     13123 ,  35496 ,  35020 , 37224.8 , ---- ,  111.7
     13129 ,  35384 ,  34956 , 37224.8 , ---- ,  111.7
     13134 ,  34952 ,  35048 , 37224.8 , ---- ,  111.7
     13140 ,  36744 ,  35140 , 37224.8 , ---- ,  111.7
     13145 ,  34744 ,  35120 , 37224.8 , ---- ,  111.7
     13230 ,  34632 ,  35107 , 37224.8 , ---- ,  111.7
     13235 ,  36536 ,  35098 , 37224.8 , ---- ,  111.7
     13241 ,  34696 ,  35115 , 37224.8 , ---- ,  111.7
     13247 ,  36024 ,  35079 , 37224.8 , ---- ,  111.7
     13252 ,  34040 ,  35024 , 37224.8 , ---- ,  111.7
     13258 ,  35720 ,  35006 , 37224.8 , ---- ,  111.7
     13264 ,  34120 ,  34981 , 37224.8 , ---- ,  111.7
     13269 ,  34776 ,  35008 , 37224.8 , ---- ,  111.7
     13275 ,  33464 ,  34982 , 37224.8 , ---- ,  111.7
     13280 ,  36136 ,  35002 , 37224.8 , ---- ,  111.7
     13286 ,  32391 ,  34915 , 37224.8 , ---- ,  111.7
     13291 ,  35288 ,  34878 , 37224.8 , ---- ,  111.7
     13297 ,  32952 ,  34838 , 37224.8 , ---- ,  111.7
     13303 ,  35416 ,  34820 , 37224.8 , ---- ,  111.7
     13308 ,  32984 ,  34824 , 37224.8 , ---- ,  111.7
     13314 ,  35512 ,  34825 , 37224.8 , ---- ,  111.7
     13319 ,  35640 ,  34838 , 37224.8 , ---- ,  111.7
     13325 ,  36120 ,  34896 , 37224.8 , ---- ,  111.7
     13331 ,  37097 ,  34914 , 37224.8 , ---- ,  111.7
     13336 ,  36264 ,  34990 , 37224.8 , ---- ,  111.7
     13385 ,  39497 ,  35233 , 37224.8 , ---- ,  111.7
     13390 ,  40425 ,  35428 , 37224.8 , ---- ,  111.7
     13396 ,  39385 ,  35662 , 37224.8 , ---- ,  111.7
     13402 ,  41162 ,  35919 , 37320.8 , ---- ,  111.7
     13407 ,  39321 ,  36183 , 37320.8 , ---- ,  111.7
     13413 ,  40905 ,  36442 , 37320.8 , ---- ,  111.7
     13418 ,  38377 ,  36655 , 37320.8 , ---- ,  111.7
     13424 ,  40553 ,  36944 , 37320.8 , ---- ,  111.7
     13429 ,  39257 ,  37234 , 37320.8 , ---- ,  111.7
